line_id,trial_id,colony_strength ,BF1,BF2,BF3,BF4,bf1_amounts_ml,bf2_amounts_ml,bf3_amounts_ml,bf4_amounts_ml,collection_1_date,collection_2_date,collection_3_date,collection_4_date,collection_1_output,collection_2_output,collection_3_output,collection_4_output,time_between_bf_hrs,blood_input_ml,egg_output_total,location,humidity_pct,temperature_c
LAO BRO 21.3.1,21.3.1,"115,000","20-10-2025
21-10-2025","23-10-2025
24-10-2025","27-10-2025
28-10-2025","31-10-2025
01-11-2025",600,600,600,600,22-10-2025,24-10-2025,28-10-2025,31-10-2025,"630,000","590,000","380,000","250,000",48,"2,400","1,850,000",18B,75,27
LAO BRO 21.3.2,21.3.2,"115,000","20-10-2025
21-10-2025","23-10-2025
24-10-2025","27-10-2025
28-10-2025","31-10-2025
01-11-2025",600,600,600,600,22-10-2025,24-10-2025,28-10-2025,31-10-2025,"390,000","600,000","375,000","295,000",48,"2,400","1,660,000",16C,75,27
TML BRO 16.2.1,16.2.1,"106,000","20-10-2025
21-10-2025","23-10-2025
24-10-2025","27-10-2025
28-10-2025","31-10-2025
01-11-2025",600,600,600,600,22-10-2025,24-10-2025,28-10-2025,31-10-2025,"785,000","690,000","460,000","590,000",48,"2,400","2,525,000",20A,75,27
TML BRO 16.2.2,16.2.2,"106,000","20-10-2025
21-10-2025","23-10-2025
24-10-2025","27-10-2025
28-10-2025","31-10-2025
01-11-2025",600,600,600,600,22-10-2025,24-10-2025,28-10-2025,31-10-2025,"930,000","840,000","460,000","540,000",48,"2,400","2,770,000",20A,75,27
TML BRO 16.2.3,16.2.3,"106,000","20-10-2025
21-10-2025","23-10-2025
24-10-2025","27-10-2025
28-10-2025","31-10-2025
01-11-2025",600,600,600,600,22-10-2025,24-10-2025,28-10-2025,31-10-2025,"590,000","605,000","335,000","375,000",48,"2,400","1,905,000",20A,75,27
TML BRO 16.2.4,16.2.4,"106,000","20-10-2025
21-10-2025","23-10-2025
24-10-2025","27-10-2025
28-10-2025","31-10-2025
01-11-2025",600,600,600,600,22-10-2025,24-10-2025,28-10-2025,31-10-2025,"580,000","425,000","370,000","445,000",48,"2,400","1,820,000",14D,75,27
TML BRO 16.2.5,16.2.5,"106,000","20-10-2025
21-10-2025","23-10-2025
24-10-2025","27-10-2025
28-10-2025","31-10-2025
01-11-2025",600,600,600,600,22-10-2025,24-10-2025,28-10-2025,31-10-2025,"505,000","375,000","338,000","455,000",48,"2,400","1,673,000",18A,75,27
LAO AMP 21.4.1,21.4.1,"160,000","27-10-2025
28-10-2025","30-10-2025
31-10-2025","03-11-2025
04-10-2025","07-11-2025
08-11-2025",600,600,600,600,29-10-2025,31-10-2025,04-11-2025,07-11-2025,"317,000","410,000","410,000","286,000",48,"2,400","1,423,000",22C,75,27
LAO AMP 21.4.2,21.4.2,"160,000","27-10-2025
28-10-2025","30-10-2025
31-10-2025","03-11-2025
04-10-2025","07-11-2025
08-11-2025",600,600,600,600,29-10-2025,31-10-2025,04-11-2025,07-11-2025,"266,000","252,000","252,000","258,000",48,"2,400","1,028,000",22C,75,27
LAO AMP 21.4.3,21.4.3,"160,000","27-10-2025
28-10-2025","30-10-2025
31-10-2025","03-11-2025
04-10-2025","07-11-2025
08-11-2025",600,600,600,600,29-10-2025,31-10-2025,04-11-2025,07-11-2025,"530,000","400,000","366,000","270,000",48,"2,400","1,566,000",22C,75,27
LAO BRO 21.4.1,21.4.1,"115,000","27-10-2025
28-10-2025","30-10-2025
31-10-2025","03-11-2025
04-10-2025","07-11-2025
08-11-2025",600,600,600,600,29-10-2025,31-10-2025,04-11-2025,07-11-2025,"590,000","585,000","345,000","415,000",48,"2,400","1,935,000",22C,75,27
LAO BRO 21.4.2,21.4.2,"115,000","27-10-2025
28-10-2025","30-10-2025
31-10-2025","03-11-2025
04-10-2025","07-11-2025
08-11-2025",600,600,600,600,29-10-2025,31-10-2025,04-11-2025,07-11-2025,"485,000","540,000","326,000","313,000",48,"2,400","1,664,000",22C,75,27
TML BRO 16.3.1,16.3.1,"106,000","27-10-2025
28-10-2025","30-10-2025
31-10-2025","03-11-2025
04-10-2025","07-11-2025
08-11-2025",600,600,600,600,29-10-2025,31-10-2025,04-11-2025,07-11-2025,"475,000","375,000","318,000","310,000",48,"2,400","1,478,000",27A,75,27
TML BRO 16.3.2,16.3.2,"106,000","27-10-2025
28-10-2025","30-10-2025
31-10-2025","03-11-2025
04-10-2025","07-11-2025
08-11-2025",600,600,600,600,29-10-2025,31-10-2025,04-11-2025,07-11-2025,"400,000","455,000","192,000","231,000",48,"2,400","1,278,000",27A,75,27
TML BRO 16.3.3,16.3.3,"106,000","27-10-2025
28-10-2025","30-10-2025
31-10-2025","03-11-2025
04-10-2025","07-11-2025
08-11-2025",600,600,600,600,29-10-2025,31-10-2025,04-11-2025,07-11-2025,"400,000","475,000","270,000","260,000",48,"2,400","1,405,000",27A,75,27
TML BRO 16.3.4,16.3.4,"106,000","27-10-2025
28-10-2025","30-10-2025
31-10-2025","03-11-2025
04-10-2025","07-11-2025
08-11-2025",600,600,600,600,29-10-2025,31-10-2025,04-11-2025,07-11-2025,"400,000","520,000","347,000","315,000",48,"2,400","1,582,000",27B,75,27
TML BRO 16.3.5,16.3.5,"106,000","27-10-2025
28-10-2025","30-10-2025
31-10-2025","03-11-2025
04-10-2025","07-11-2025
08-11-2025",600,600,600,600,29-10-2025,31-10-2025,04-11-2025,07-11-2025,"665,000","585,000","330,000","301,000",48,"2,400","1,881,000",27B,75,27
TML BRO 16.3.6,16.3.6,"106,000","27-10-2025
28-10-2025","30-10-2025
31-10-2025","03-11-2025
04-10-2025","07-11-2025
08-11-2025",600,600,600,600,29-10-2025,31-10-2025,04-11-2025,07-11-2025,"680,000","630,000","440,000","480,000",48,"2,400","2,230,000",27B,75,27
TML BRO 16.4.1,16.4.1,"106,000","03-11-2025
04-11-2025","06-11-2025
07-11-2025","10-11-2025
11-11-2025","14-11-2025
15-11-2025",600,600,600,600,05-11-2025,07-11-2025,11-11-2025,14-11-2025,"865,000","665,000","625,000","725,000",48,"2,400","2,880,000",14D,75,27
TML BRO 16.4.2,16.4.2,"106,000","03-11-2025
04-11-2025","06-11-2025
07-11-2025","10-11-2025
11-11-2025","14-11-2025
15-11-2025",600,600,600,600,05-11-2025,07-11-2025,11-11-2025,14-11-2025,"1,030,000","540,000","420,000","525,000",48,"2,400","2,515,000",14E,75,27
TML BRO 16.4.3,16.4.3,"106,000","03-11-2025
04-11-2025","06-11-2025
07-11-2025","10-11-2025
11-11-2025","14-11-2025
15-11-2025",600,600,600,600,05-11-2025,07-11-2025,11-11-2025,14-11-2025,"550,000","500,000","545,000","665,000",48,"2,400","2,260,000",14E,75,27
TML BRO 16.4.4,16.4.4,"106,000","03-11-2025
04-11-2025","06-11-2025
07-11-2025","10-11-2025
11-11-2025","14-11-2025
15-11-2025",600,600,600,600,05-11-2025,07-11-2025,11-11-2025,14-11-2025,"930,000","690,000","320,000","550,000",48,"2,400","2,490,000",16B,75,27
TML BRO 16.4.5,16.4.5,"106,000","03-11-2025
04-11-2025","06-11-2025
07-11-2025","10-11-2025
11-11-2025","14-11-2025
15-11-2025",600,600,600,600,05-11-2025,07-11-2025,11-11-2025,14-11-2025,"1,090,000","795,000","605,000","630,000",48,"2,400","3,120,000",18A,75,27
TML BRO 16.4.6,16.4.6,"106,000","03-11-2025
04-11-2025","06-11-2025
07-11-2025","10-11-2025
11-11-2025","14-11-2025
15-11-2025",600,600,600,600,05-11-2025,07-11-2025,11-11-2025,14-11-2025,"1,005,000","870,000","640,000","670,000",48,"2,400","3,185,000",18A,75,27
LAO AMP 21.5.1,21.5.1,"160,000","03-11-2025
04-11-2025","06-11-2025
07-11-2025","10-11-2025
11-11-2025","14-11-2025
15-11-2025",800,800,800,800,05-11-2025,07-11-2025,11-11-2025,14-11-2025,"535,000","510,000","398,000","430,000",48,"3,200","1,873,000",18C,75,27
LAO AMP 21.5.2,21.5.2,"160,000","03-11-2025
04-11-2025","06-11-2025
07-11-2025","10-11-2025
11-11-2025","14-11-2025
15-11-2025",800,800,800,800,05-11-2025,07-11-2025,11-11-2025,14-11-2025,"550,000","765,000","570,000","467,000",48,"3,200","2,352,000",18C,75,27
LAO AMP 21.5.3,21.5.3,"160,000","03-11-2025
04-11-2025","06-11-2025
07-11-2025","10-11-2025
11-11-2025","14-11-2025
15-11-2025",800,800,800,800,05-11-2025,07-11-2025,11-11-2025,14-11-2025,"545,000","730,000","235,000","323,000",48,"3,200","1,833,000",18C,75,27
LAO BRO 21.5.1,21.5.1,"115,000","03-11-2025
04-11-2025","06-11-2025
07-11-2025","10-11-2025
11-11-2025","14-11-2025
15-11-2025",600,600,600,600,05-11-2025,07-11-2025,11-11-2025,14-11-2025,"600,000","855,000","460,000","540,000",48,"2,400","2,455,000",18C,75,27
LAO BRO 21.5.2,21.5.2,"115,000","03-11-2025
04-11-2025","06-11-2025
07-11-2025","10-11-2025
11-11-2025","14-11-2025
15-11-2025",600,600,600,600,05-11-2025,07-11-2025,11-11-2025,14-11-2025,"465,000","755,000","445,000","132,000",48,"2,400","1,797,000",18C,75,27
LAO AMP 22.1.1,22.1.1,"160,000","10-11-2025
11-11-2025","13-11-2025
14-11-2025","17-11-2025
18-11-2025","21-11-2025
22-11-2025",800,800,800,800,12-11-2025,14-11-2025,18-11-2025,21-11-2025,"490,000","635,000","470,000","570,000",48,"3,200","2,165,000",22A,75,27
LAO AMP 22.1.2,22.1.2,"160,000","10-11-2025
11-11-2025","13-11-2025
14-11-2025","17-11-2025
18-11-2025","21-11-2025
22-11-2025",800,800,800,800,12-11-2025,14-11-2025,18-11-2025,21-11-2025,"600,000","370,000","390,000","235,000",48,"3,200","1,595,000",22A,75,27
LAO AMP 22.1.3,22.1.3,"160,000","10-11-2025
11-11-2025","13-11-2025
14-11-2025","17-11-2025
18-11-2025","21-11-2025
22-11-2025",800,800,800,800,12-11-2025,14-11-2025,18-11-2025,21-11-2025,"645,000","545,000","425,000","485,000",48,"3,200","2,100,000",22A,75,27
LAO BRO 22.1.1,22.1.1,"115,000","10-11-2025
11-11-2025","13-11-2025
14-11-2025","17-11-2025
18-11-2025","21-11-2025
22-11-2025",800,800,800,800,12-11-2025,14-11-2025,18-11-2025,21-11-2025,"390,000","435,000","385,000","250,000",48,"3,200","1,460,000",18B,75,27
LAO BRO 22.1.2,22.1.2,"115,000","10-11-2025
11-11-2025","13-11-2025
14-11-2025","17-11-2025
18-11-2025","21-11-2025
22-11-2025",600,600,600,600,12-11-2025,14-11-2025,18-11-2025,21-11-2025,"675,000","535,000","515,000","350,000",48,"2,400","2,075,000",18B,75,27
TML BRO 16.5.1,16.5.1,"106,000","10-11-2025
11-11-2025","13-11-2025
14-11-2025","17-11-2025
18-11-2025","21-11-2025
22-11-2025",600,600,600,600,12-11-2025,14-11-2025,18-11-2025,21-11-2025,"780,000","515,000","450,000","340,000",48,"2,400","2,085,000",16A,75,27
TML BRO 16.5.2,16.5.2,"106,000","10-11-2025
11-11-2025","13-11-2025
14-11-2025","17-11-2025
18-11-2025","21-11-2025
22-11-2025",600,600,600,600,12-11-2025,14-11-2025,18-11-2025,21-11-2025,"690,000","615,000","450,000","354,000",48,"2,400","2,109,000",16A,75,27
TML BRO 16.5.3,16.5.3,"106,000","10-11-2025
11-11-2025","13-11-2025
14-11-2025","17-11-2025
18-11-2025","21-11-2025
22-11-2025",600,600,600,600,12-11-2025,14-11-2025,18-11-2025,21-11-2025,"885,000","665,000","370,000","307,000",48,"2,400","2,227,000",16A,75,27
TML BRO 16.5.4,16.5.4,"106,000","10-11-2025
11-11-2025","13-11-2025
14-11-2025","17-11-2025
18-11-2025","21-11-2025
22-11-2025",600,600,600,600,12-11-2025,14-11-2025,18-11-2025,21-11-2025,"771,000","630,000","265,000","243,000",48,"2,400","1,909,000",16B,75,27
TML BRO 16.5.5,16.5.5,"106,000","10-11-2025
11-11-2025","13-11-2025
14-11-2025","17-11-2025
18-11-2025","21-11-2025
22-11-2025",600,600,600,600,12-11-2025,14-11-2025,18-11-2025,21-11-2025,"795,000","570,000","415,000","342,000",48,"2,400","2,122,000",16B,75,27
TML BRO 16.5.6,16.5.6,"106,000","10-11-2025
11-11-2025","13-11-2025
14-11-2025","17-11-2025
18-11-2025","21-11-2025
22-11-2025",600,600,600,600,12-11-2025,14-11-2025,18-11-2025,21-11-2025,"850,000","610,000","500,000","335,000",48,"2,400","2,295,000",18A,75,27
LAO AMP 22.2.1,22.2.1,"120,000","17-11-2025
18-11-2025","20-11-2025
21-11-2025","24-11-2025
25-11-2025","28-11-2025
29-11-2025",600,600,600,600,19-11-2025,21-11-2025,25-11-2025,28-11-2025,"400,000","680,000","765,000","452,000",48,"2,400","2,297,000",18B,75,27
LAO AMP 22.2.2,22.2.2,"120,000","17-11-2025
18-11-2025","20-11-2025
21-11-2025","24-11-2025
25-11-2025","28-11-2025
29-11-2025",600,600,600,600,19-11-2025,21-11-2025,25-11-2025,28-11-2025,"615,000","850,000","695,000","415,000",48,"2,400","2,575,000",18B,75,27
LAO BRO  22.2.1, 22.2.1,"102,000","17-11-2025
18-11-2025","20-11-2025
21-11-2025","24-11-2025
25-11-2025","28-11-2025
29-11-2025",600,600,600,600,19-11-2025,21-11-2025,25-11-2025,28-11-2025,"430,000","630,000","655,000","467,000",48,"2,400","2,182,000",16C,75,27
LAO BRO 22.2.2,22.2.2,"102,000","17-11-2025
18-11-2025","20-11-2025
21-11-2025","24-11-2025
25-11-2025","28-11-2025
29-11-2025",600,600,600,600,19-11-2025,21-11-2025,25-11-2025,28-11-2025,"520,000","545,000","760,000","341,000",48,"2,400","2,166,000",16C,75,27
LAO BRO 22.2.3,22.2.3,"102,000","17-11-2025
18-11-2025","20-11-2025
21-11-2025","24-11-2025
25-11-2025","28-11-2025
29-11-2025",600,600,600,600,19-11-2025,21-11-2025,25-11-2025,28-11-2025,"490,000","660,000","505,000","500,000",48,"2,400","2,155,000",16C,75,27
LAO BRO 22.2.4,22.2.4,"102,000","17-11-2025
18-11-2025","20-11-2025
21-11-2025","24-11-2025
25-11-2025","28-11-2025
29-11-2025",600,600,600,600,19-11-2025,21-11-2025,25-11-2025,28-11-2025,"255,000","560,000","580,000","285,000",48,"2,400","1,680,000",16C,75,27
TML BRO 16.6.1,16.6.1,"128,000","17-11-2025
18-11-2025","20-11-2025
21-11-2025","24-11-2025
25-11-2025","28-11-2025
29-11-2025",600,600,600,600,19-11-2025,21-11-2025,25-11-2025,28-11-2025,"1,340,000","1,190,000","1,050,000","775,000",48,"2,400","4,355,000",20A,75,27
TML BRO 16.6.2,16.6.2,"128,000","17-11-2025
18-11-2025","20-11-2025
21-11-2025","24-11-2025
25-11-2025","28-11-2025
29-11-2025",600,600,600,600,19-11-2025,21-11-2025,25-11-2025,28-11-2025,"1,110,000","1,240,000","1,065,000","660,000",48,"2,400","4,075,000",20A,75,27
TML BRO 16.6.3,16.6.3,"128,000","17-11-2025
18-11-2025","20-11-2025
21-11-2025","24-11-2025
25-11-2025","28-11-2025
29-11-2025",600,600,600,600,19-11-2025,21-11-2025,25-11-2025,28-11-2025,"765,000","1,200,000","985,000","710,000",48,"2,400","3,660,000",20A,75,27
TML BRO 16.6.4,16.6.4,"128,000","17-11-2025
18-11-2025","20-11-2025
21-11-2025","24-11-2025
25-11-2025","28-11-2025
29-11-2025",600,600,600,600,19-11-2025,21-11-2025,25-11-2025,28-11-2025,"725,000","635,000","875,000","625,000",48,"2,400","2,860,000",14D,75,27
TML BRO 16.6.5,16.6.5,"128,000","17-11-2025
18-11-2025","20-11-2025
21-11-2025","24-11-2025
25-11-2025","28-11-2025
29-11-2025",600,600,600,600,19-11-2025,21-11-2025,25-11-2025,28-11-2025,"1,150,000","780,000","655,000","420,000",48,"2,400","3,005,000",18A,75,27
